image_path,ordor,familia,genus,species
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-199_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-156_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-141_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-229_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-223_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-186_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-196_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-222_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-189_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-166_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-176_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-162_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-147_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-226_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-149_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-183_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-204_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-145_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-179_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-164_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-172_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-167_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-184_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-143_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-188_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-165_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-150_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-146_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-185_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-159_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-232_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-227_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-139_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-171_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-231_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-206_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-138_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-197_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-190_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-140_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-173_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-142_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-152_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/abel/Image-201_2024-12-02.jpg,2,2,3,0
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-516_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-527_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-501_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-506_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-511_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-478_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-467_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-523_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-547_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-538_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-488_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-473_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-534_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-452_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-465_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-468_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-546_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-487_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-491_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-500_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-530_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-470_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-514_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-551_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-515_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-494_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-521_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-483_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-508_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-510_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-518_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-459_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-457_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-497_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-560_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-496_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-451_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-555_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-505_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-471_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-492_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-474_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-456_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-554_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-542_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-507_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-460_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-462_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-485_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-472_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-532_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-522_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-489_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-481_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-539_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-486_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-509_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-446_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-493_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-533_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-548_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-531_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-475_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-495_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-528_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-453_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-469_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-559_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-545_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-513_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-540_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-537_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-464_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-556_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-449_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-498_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-541_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-529_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-550_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-458_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-524_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/ager/Image-526_2024-12-02.jpg,1,1,1,1
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-505_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-404_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-457_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-400_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-490_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-436_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-493_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-431_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-472_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-421_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-425_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-399_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-424_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-498_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-492_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-420_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-417_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-459_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-487_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-479_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-509_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-496_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-454_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-469_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-416_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-474_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-435_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-495_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-475_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-467_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-477_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-449_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-507_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-456_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-489_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-407_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-503_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-511_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-396_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-434_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-408_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-441_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-455_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-395_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-428_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-501_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-444_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-451_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-405_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-482_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-418_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-471_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-476_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-483_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-502_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-427_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-406_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-439_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-473_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-506_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-499_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-437_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-447_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-440_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-414_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-486_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-510_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-445_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-398_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-481_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-460_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-401_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-446_2024-11-30.jpg,1,1,2,2
/home/dubu/manh/dongvan-yolo/dataset-dongvan-train/train/bide/Image-500_2024-11-30.jpg,1,1,2,2
